Geracao;Indice;Fitness;Caminho
1;72;0;DCBCECCBDBB
1;73;0;CEBDDDDBEDE
1;74;0;DDCEBEBECCCBDBEEEEC
1;75;0;CEBDDBDBCBCBCCBECBE
1;76;0;CEBDDCCCBDE
1;77;0;CCCCCCBEDCCBDBEEDDE
1;78;0;CEBDDECDDCBEEDBBECC
1;79;0;DCCEDCBCCBDBEDB
1;80;0;CEBDDBCDEBBBCCE
1;81;0;CBDDBDBCCBDBCCE
1;82;0;CEBDDCDBDDCBBEC
1;83;0;CBDEEDCEECCBDBDEBBD
1;84;0;CEBDDDEBEEEECCBEBDE
1;85;0;CEECECDBECCCBDBCBEBD
1;86;0;CEBDDDCECECDCEECDBEC
1;87;0;CDEDCEEBBCCBDBEDEBD
1;88;0;CEBDDEBBDCDCDCEDBCE
1;89;0;CDCCCDCECBCCBDBBBCED
1;90;0;CEBDDECCEDCDCDCCBBBE
1;91;0;EBCDDBBECCBDBCDDE
1;92;0;CEBDDECBCBBCECECB
1;93;0;DDBCDDECCBDBDB
1;94;0;CEBDDDCEBEDDED
1;95;0;CEBDDCCEEE
1;96;0;EDCBCBBDCCBDBBBC
1;97;0;CEBDDCEBEDCCECCB
1;98;0;EECCDCCBDB
1;99;0;CEBDDDDCEE
2;0;595;CBCBBEBDDED
2;1;593;CBCBBCCBDBB
2;2;395;DDECDDBDBBEEBD
2;3;395;CBBEBDCEDD
2;4;394;CBBEBDDEBDDEE
2;5;394;CBBEBCCBDBD
2;6;394;CBBEBDDBEDE
2;7;393;DBDBEDCEDD
2;8;393;CBBEBBCBCB
2;9;393;CBBEBBCBCB
2;10;393;CBBEBCCBDB
2;11;392;CEDEBCDDEBDDE
2;12;392;CBCBBCCBDBD
2;13;392;CBCBBDCCEBB
2;14;392;CBBEBCCBDBC
2;15;390;DDEDCEEDEEC
2;16;390;DDDBBEBEEEECCCE
2;17;390;CBCBBDCCEBC
2;18;195;EBBECEBBDBD
2;19;195;CBBEBEBDDED
2;20;195;DDDBBEBDCCEBCBE
2;21;194;BDDBEEBCBCBD
2;22;194;CBBEBBCBCBDB
2;23;193;BCCBEEBCEBB
2;24;193;BCCBECCBDBB
2;25;193;CBBEBCCBDBB
2;26;193;CBBEBCCBDBB
2;27;192;BDEDEBCBCB
2;28;192;CEBDDBCBCB
2;29;192;DCEBECCBDB
2;30;191;DCBCEDDBEDE
2;31;191;DDCEBEBECBDBCBCBCCB
2;32;191;CBCBBCCCBDE
2;33;191;EBBECCCBDBC
2;34;191;CBCBBDCCEBE
2;35;191;CBCBBDCCEBD
2;36;191;DDEDCDCCEBE
2;37;191;CBBEBCCCBDE
2;38;0;CCCCCCBEDECDDCBEEDB
2;39;0;DCCEDCBBCDEBBBC
2;40;0;CBDDBDBCDBDDCBB
2;41;0;CBDEEDCEEDEBEEEECCB
2;42;0;CEECECDBECDCECECDCEE
2;43;0;CDEDCEEBBEBBDCDCDCE
2;44;0;CDCCCDCECBECCEDCDCDC
2;45;0;EBCDDBBEECBCBBCEC
2;46;0;DDBCDDEDCEBEDD
2;47;0;DCEBECCEEE
2;48;0;EDCBCBBDCEBEDCCE
2;49;0;EECCDDDCEE
2;50;0;DDDBBEBECCBDCEB
2;51;0;EBCDBEDDDBDDDBD
2;52;0;BBCDDEDBECCBBEBD
2;53;0;ECCCCCDCBBEEDDBCDBBD
2;54;0;CBEDEBBDBE
2;55;0;CEBBBECBEEDEEB
2;56;0;EDCEBCDDDEBCBDEEEBDB
2;57;0;DECBBEEDCBDDCC
2;58;0;BBDEBDBBCEECD
2;59;0;BEDBCDCEEEB
2;60;0;BECDEDBDDECCDECBDBBE
2;61;0;BEDDCCBDBBBCDCBB
2;62;0;CCCCDEEEBCECBBCD
2;63;0;BBCDCCDBDCEEEBDEBBBB
2;64;0;EBEEEEEBBDCEEDCBD
2;65;0;EBBEECECDEE
2;66;0;EBBCDCCCCBEDCEB
2;67;0;DDBCBCCCCEEBECDBBED
2;68;0;CEEBDBCEDBEDBCEDDDDC
2;69;0;DDECDDBDCCEBCD
2;70;0;CBBEBDBBEEBDBE
2;71;0;DBDBEDCCEB
2;72;0;CEDEBCDCCEBEE
2;73;0;CBBEBEEDEEC
2;74;0;CBBEBEEEECCCEDC
2;75;0;EBBECDCCEBC
2;76;0;CBBEBEBBDBD
2;77;0;BDDBEEDCCEBE
2;78;0;BCCBEDCCEBB
2;79;0;CBBEBEBCEBB
2;80;0;BCCBEDCCEBB
2;81;0;BDEDEDCCEB
2;82;0;CEBDDDCCEB
2;83;0;DCEBEDCCEB
2;84;0;DCBCEDCCEBC
2;85;0;DDCEBEBECDCCEBBBEDD
2;86;0;CBBEBBDBCBCBCCBCECB
2;87;0;EBBECDCCEBE
2;88;0;CCCCCCBEDDCCEBDDDEB
2;89;0;CBBEBECDDCBEEDBDCCB
2;90;0;DCCEDCBDCCEBCBD
2;91;0;CBBEBBCDEBBBCBB
2;92;0;CBDDBDBDCCEBCDC
2;93;0;CBBEBCDBDDCBBED
2;94;0;CBDEEDCEEDCCEBECBCC
2;95;0;CBBEBDEBEEEECCBCEBD
2;96;0;CEECECDBECDCCEBBDCEC
2;97;0;CBBEBDCECECDCEECBDCE
2;98;0;CDEDCEEBBDCCEBCCBBD
2;99;0;CBBEBEBBDCDCDCECCED
3;0;597;DDDBBEBCCBDBDDE
3;1;595;CBCBBEBDDED
3;2;595;DDDBBEBCCBDBCCB
3;3;595;DDDBBEBEBDDEDEC
3;4;593;CBCBBCCBDBB
3;5;593;DDDBBEBBCBCBCCC
3;6;593;DDDBBEBEEDEECDB
3;7;398;DDDBBEBDDEBDDED
3;8;398;DDDBBEBBCBCBDDD
3;9;398;DDDBBEBCBCBDBDC
3;10;396;DDDBBEBEBDDEDEB
3;11;396;DDDBBEBDEBDDEEB
3;12;396;DDDBBEBCCBDBBCB
3;13;396;DDDBBEBCCBDBBCB
3;14;395;DDECDDBDBBEEBD
3;15;395;CBBEBDCEDD
3;16;394;CBBEBDDEBDDEE
3;17;394;CBBEBCCBDBD
3;18;394;CBBEBDDBEDE
3;19;393;DBDBEDCEDD
3;20;393;CBBEBBCBCB
3;21;393;CBBEBBCBCB
3;22;393;CBBEBCCBDB
3;23;392;CEDEBCDDEBDDE
3;24;392;CBCBBCCBDBD
3;25;392;CBCBBDCCEBB
3;26;392;CBBEBCCBDBC
3;27;390;DDEDCEEDEEC
3;28;390;DDDBBEBEEEECCCE
3;29;390;CBCBBDCCEBC
3;30;390;DDDBBEBEEEECCCE
3;31;197;DDDBBEBCCBDBDBB
3;32;197;DDDBBEBDDBEDECB
3;33;197;DDDBBEBDCEDDDDE
3;34;197;DDDBBEBEBBDBDDE
3;35;195;EBBECEBBDBD
3;36;195;CBBEBEBDDED
3;37;195;DDDBBEBDCCEBCBE
3;38;195;DDDBBEBCCBDBBBE
3;39;195;DDDBBEBDBBEEBDC
3;40;195;DDDBBEBBCBCBCEE
3;41;195;DDDBBEBDCCEBCBE
3;42;195;DDDBBEBDCCEBCBE
3;43;194;BDDBEEBCBCBD
3;44;194;CBBEBBCBCBDB
3;45;193;BCCBEEBCEBB
3;46;193;BCCBECCBDBB
3;47;193;CBBEBCCBDBB
3;48;193;CBBEBCCBDBB
3;49;192;BDEDEBCBCB
3;50;192;CEBDDBCBCB
3;51;192;DCEBECCBDB
3;52;191;DCBCEDDBEDE
3;53;191;DDCEBEBECBDBCBCBCCB
3;54;191;CBCBBCCCBDE
3;55;191;EBBECCCBDBC
3;56;191;CBCBBDCCEBE
3;57;191;CBCBBDCCEBD
3;58;191;DDEDCDCCEBE
3;59;191;CBBEBCCCBDE
3;60;191;CBCBBECCBDCEBCD
3;61;0;CCCCCCBEDECDDCBEEDB
3;62;0;DCCEDCBBCDEBBBC
3;63;0;CBDDBDBCDBDDCBB
3;64;0;CBDEEDCEEDEBEEEECCB
3;65;0;CEECECDBECDCECECDCEE
3;66;0;CDEDCEEBBEBBDCDCDCE
3;67;0;CDCCCDCECBECCEDCDCDC
3;68;0;EBCDDBBEECBCBBCEC
3;69;0;DDBCDDEDCEBEDD
3;70;0;DCEBECCEEE
3;71;0;EDCBCBBDCEBEDCCE
3;72;0;EECCDDDCEE
3;73;0;CBCBBECCBDCEBDE
3;74;0;CBCBBECCBDCEBEC
3;75;0;DDECDDBECCBDCEB
3;76;0;CBBEBECCBDCEBBD
3;77;0;DDDBBEBDCEDDDDD
3;78;0;CBBEBDECCBDCEBE
3;79;0;CBBEBECCBDCEBCE
3;80;0;CBBEBECCBDCEBCD
3;81;0;DBDBEECCBDCEBBE
3;82;0;CBBEBECCBDCEBDB
3;83;0;CBBEBECCBDCEBCD
3;84;0;CBBEBECCBDCEBBD
3;85;0;CEDEBCECCBDCEBD
3;86;0;CBCBBECCBDCEBDE
3;87;0;DDDBBEBDCCEBBBE
3;88;0;CBBEBECCBDCEBBC
3;89;0;DDEDCECCBDCEBDD
3;90;0;DDDBBEBECCBDCEB
3;91;0;CBCBBECCBDCEBDC
3;92;0;EBBECECCBDCEBBB
3;93;0;CBBEBECCBDCEBBB
3;94;0;DDDBBEBECCBDCEB
3;95;0;BDDBEEECCBDCEBE
3;96;0;CBBEBBECCBDCEBD
3;97;0;BCCBEECCBDCEBCD
3;98;0;DDDBBEBEBCEBBDE
3;99;0;BCCBEECCBDCEBDD
4;0;597;DDDBBEBCCBDBDDE
4;1;596;DDECDDBBCBCBDB
4;2;595;CBCBBEBDDED
4;3;595;DDDBBEBCCBDBCCB
4;4;595;DDDBBEBEBDDEDEC
4;5;593;CBCBBCCBDBB
4;6;593;DDDBBEBBCBCBCCC
4;7;593;DDDBBEBEEDEECDB
4;8;591;CBCBBCCBDBC
4;9;591;CBCBBCCBDBCCBCD
4;10;398;DDDBBEBDDEBDDED
4;11;398;DDDBBEBBCBCBDDD
4;12;398;DDDBBEBCBCBDBDC
4;13;396;DDDBBEBEBDDEDEB
4;14;396;DDDBBEBDEBDDEEB
4;15;396;DDDBBEBCCBDBBCB
4;16;396;DDDBBEBCCBDBBCB
4;17;396;CBBEBDDEBDDED
4;18;395;DDECDDBDBBEEBD
4;19;395;CBBEBDCEDD
4;20;394;CBBEBDDEBDDEE
4;21;394;CBBEBCCBDBD
4;22;394;CBBEBDDBEDE
4;23;394;CBCBBEBDDEDEBDE
4;24;394;CBBEBDEBDDEED
4;25;394;CBBEBDDBEDE
4;26;394;CBBEBCCBDBD
4;27;393;DBDBEDCEDD
4;28;393;CBBEBBCBCB
4;29;393;CBBEBBCBCB
4;30;393;CBBEBCCBDB
4;31;393;CBBEBBCBCB
4;32;393;CBBEBBCBCB
4;33;392;CEDEBCDDEBDDE
4;34;392;CBCBBCCBDBD
4;35;392;CBCBBDCCEBB
4;36;392;CBBEBCCBDBC
4;37;392;CBCBBCCBDBBCBEC
4;38;392;CBBEBCCBDBC
4;39;392;CBCBBCCBDBD
4;40;390;DDEDCEEDEEC
4;41;390;DDDBBEBEEEECCCE
4;42;390;CBCBBDCCEBC
4;43;390;DDDBBEBEEEECCCE
4;44;197;DDDBBEBCCBDBDBB
4;45;197;DDDBBEBDDBEDECB
4;46;197;DDDBBEBDCEDDDDE
4;47;197;DDDBBEBEBBDBDDE
4;48;197;DDDBBEBDCCEBEDD
4;49;197;DDDBBEBBCBCBDCB
4;50;197;DDDBBEBCCBDBDBB
4;51;195;EBBECEBBDBD
4;52;195;CBBEBEBDDED
4;53;195;DDDBBEBDCCEBCBE
4;54;195;DDDBBEBCCBDBBBE
4;55;195;DDDBBEBDBBEEBDC
4;56;195;DDDBBEBBCBCBCEE
4;57;195;DDDBBEBDCCEBCBE
4;58;195;DDDBBEBDCCEBCBE
4;59;195;DDDBBEBDCCEBEDE
4;60;195;DDDBBEBCCCBDEEB
4;61;194;BDDBEEBCBCBD
4;62;194;CBBEBBCBCBDB
4;63;193;BCCBEEBCEBB
4;64;193;BCCBECCBDBB
4;65;193;CBBEBCCBDBB
4;66;193;CBBEBCCBDBB
4;67;193;DCEBECCBDBBCBDE
4;68;192;BDEDEBCBCB
4;69;192;CEBDDBCBCB
4;70;191;CBCBBDEBDDEEBCC
4;71;191;EBBECDCEDDE
4;72;191;DCBCEDDBEDE
4;73;191;DDCEBEBECBCBCBECDED
4;74;191;CBCBBCCCBDE
4;75;0;DDDBBEBBDBCBCBCCBEE
4;76;0;DDCEBEBECCCBDBDDEBB
4;77;0;EBBECEBDDED
4;78;0;DDDBBEBBDBCBCBCCBCC
4;79;0;DDCEBEBECEBDDEDECEC
4;80;0;CBCBBBDBCBCBCCBEBEB
4;81;0;DDCEBEBECCCBDBBBCBC
4;82;0;DDDBBEBDCCEBEBE
4;83;0;DDEDCBCBCBCCCDC
4;84;0;DDEDCEEDEECDBEC
4;85;0;DDDBBEBCCCBDEEE
4;86;0;CBCBBDDEBDDEDBB
4;87;0;CEBDDBCBCBDDDCD
4;88;0;DDDBBEBDCCEBDCB
4;89;0;CBCBBCBCBDBDCCC
4;90;0;DDDBBEBDCCEBDBD
4;91;0;DDDBBEBDCCEBEDB
4;92;0;CEBDDDBBEEBDBC
4;93;0;CBBEBDCCCBDEE
4;94;0;CBBEBDCCEBE
4;95;0;DBDBECCBDBC
4;96;0;EBBECDCEDDC
4;97;0;CBBEBBDBCBCBCCBDEDC
4;98;0;CEBDDCCBDB
4;99;0;CEDEBCCCCBDEE
5;0;597;DDDBBEBCCBDBDDE
5;1;597;DDDBBEBBCBCBDED
5;2;597;DDDBBEBDDEDEBDE
5;3;596;DDECDDBBCBCBDB
5;4;595;CBCBBEBDDED
5;5;595;DDDBBEBCCBDBCCB
5;6;595;DDDBBEBEBDDEDEC
5;7;595;DDDBBEBCBCBDBEE
5;8;595;DDDBBEBEBDDEDEC
5;9;593;CBCBBCCBDBB
5;10;593;DDDBBEBBCBCBCCC
5;11;593;DDDBBEBEEDEECDB
5;12;593;CBCBBCCBDBB
5;13;593;CBCBBBCBCBB
5;14;591;CBCBBCCBDBC
5;15;591;CBCBBCCBDBCCBCD
5;16;398;DDDBBEBDDEBDDED
5;17;398;DDDBBEBBCBCBDDD
5;18;398;DDDBBEBCBCBDBDC
5;19;398;DDDBBEBDDEBDDED
5;20;398;DDDBBEBBCBCBDDD
5;21;398;DDDBBEBDEBDDEDB
5;22;398;DDDBBEBCCBDBDDB
5;23;396;DDDBBEBEBDDEDEB
5;24;396;DDDBBEBDEBDDEEB
5;25;396;DDDBBEBCCBDBBCB
5;26;396;DDDBBEBCCBDBBCB
5;27;396;CBBEBDDEBDDED
5;28;396;DDDBBEBBCBCBDCE
5;29;396;DDDBBEBEBDDEDEB
5;30;396;DDDBBEBCCBDBBCB
5;31;396;DDDBBEBDEBDDEEB
5;32;395;DDECDDBDBBEEBD
5;33;395;CBBEBDCEDD
5;34;394;CBBEBDDEBDDEE
5;35;394;CBBEBCCBDBD
5;36;394;CBBEBDDBEDE
5;37;394;CBCBBEBDDEDEBDE
5;38;394;CBBEBDEBDDEED
5;39;394;CBBEBDDBEDE
5;40;394;CBBEBCCBDBD
5;41;394;DDECDDBBCBCBCEE
5;42;394;CBBEBBCBCBD
5;43;393;DBDBEDCEDD
5;44;393;CBBEBBCBCB
5;45;393;CBBEBBCBCB
5;46;393;CBBEBCCBDB
5;47;393;CBBEBBCBCB
5;48;393;CBBEBBCBCB
5;49;392;CEDEBCDDEBDDE
5;50;392;CBCBBCCBDBD
5;51;392;CBCBBDCCEBB
5;52;392;CBBEBCCBDBC
5;53;392;CBCBBCCBDBBCBEC
5;54;392;CBBEBCCBDBC
5;55;392;CBCBBCCBDBD
5;56;390;DDEDCEEDEEC
5;57;390;DDDBBEBEEEECCCE
5;58;390;CBCBBDCCEBC
5;59;390;DDDBBEBEEEECCCE
5;60;197;DDDBBEBCCBDBDBB
5;61;197;DDDBBEBDDBEDECB
5;62;197;DDDBBEBDCEDDDDE
5;63;197;DDDBBEBEBBDBDDE
5;64;197;DDDBBEBDCCEBEDD
5;65;197;DDDBBEBBCBCBDCB
5;66;197;DDDBBEBEBDDEDBC
5;67;197;DDDBBEBCCBDBDBB
5;68;197;DDDBBEBCCBDBDBB
5;69;197;DDDBBEBCCBDBBBD
5;70;197;DDDBBEBDBBEEBDD
5;71;195;DDDBBEBBCBCBBBE
5;72;195;DDDBBEBDCCEBCBE
5;73;195;DDDBBEBDBBEEBDC
5;74;195;DDDBBEBBCBCBCEE
5;75;193;CBBEBCCBDBB
5;76;193;BCCBECCBDBBCBCB
5;77;191;BCCBEBDBCCBCDBC
5;78;0;CEBDDCCBDBDDECE
5;79;0;DDECDDBEBDDEDD
5;80;0;CBBEBBCBCBDBBB
5;81;0;CBCBBCCCBDEEBDD
5;82;0;CBBEBBCCBDBCCBD
5;83;0;BDEDEBCBCBCCCEE
5;84;0;BDDBEEEEDEECDBE
5;85;0;CEBDDCCBDBC
5;86;0;CBCBBCCCCBDBBBD
5;87;0;DDDBBEBEBBDBDBC
5;88;0;EBBECCBCBDBDCBE
5;89;0;DDDBBEBBDBBCBDE
5;90;0;DCEBECCDEBDDEEB
5;91;0;CBBEBDCCBDBBBEB
5;92;0;CBBEBEBCEBB
5;93;0;BCCBEDCEDDB
5;94;0;CBBEBDBCBCBCEED
5;95;0;CBBEBBCBCBCEEBC
5;96;0;CEBDDDDBEDE
5;97;0;CBCBBEBCCBDBBBE
5;98;0;CBBEBDEBBDBDE
5;99;0;EBBECEBDDEEDD
6;0;792;DDDBBEBEEDEECCB
6;1;792;DDDBBEBEEDEECBC
6;2;790;DDDBBEBEEDEECCC
6;3;597;DDDBBEBCCBDBDDE
6;4;597;DDDBBEBBCBCBDED
6;5;597;DDDBBEBDDEDEBDE
6;6;597;DDDBBEBCCBDBDDE
6;7;597;DDDBBEBBCBCBDED
6;8;596;DDECDDBBCBCBDB
6;9;595;CBCBBEBDDED
6;10;595;DDDBBEBCCBDBCCB
6;11;595;DDDBBEBEBDDEDEC
6;12;595;DDDBBEBCBCBDBEE
6;13;595;DDDBBEBEBDDEDEC
6;14;595;DDDBBEBCCBDBCCB
6;15;595;DDDBBEBEBDDEDEC
6;16;595;DDDBBEBEBDDEDEC
6;17;593;CBCBBCCBDBB
6;18;593;DDDBBEBBCBCBCCC
6;19;593;DDDBBEBEEDEECDB
6;20;593;CBCBBCCBDBB
6;21;593;CBCBBBCBCBB
6;22;593;CBCBBCCBDBB
6;23;591;CBCBBCCBDBC
6;24;591;CBCBBCCBDBCCBCD
6;25;398;DDDBBEBDDEBDDED
6;26;398;DDDBBEBBCBCBDDD
6;27;398;DDDBBEBCBCBDBDC
6;28;398;DDDBBEBDDEBDDED
6;29;398;DDDBBEBBCBCBDDD
6;30;398;DDDBBEBDEBDDEDB
6;31;398;DDDBBEBCCBDBDDB
6;32;398;DDDBBEBDDEBDDED
6;33;398;DDDBBEBCBCBDBDC
6;34;398;DDDBBEBDDEBDDED
6;35;398;DDDBBEBBCBCBDDD
6;36;396;DDDBBEBEBDDEDEB
6;37;396;DDDBBEBDEBDDEEB
6;38;396;DDDBBEBCCBDBBCB
6;39;396;DDDBBEBCCBDBBCB
6;40;396;CBBEBDDEBDDED
6;41;396;DDDBBEBBCBCBDCE
6;42;396;DDDBBEBEBDDEDEB
6;43;396;DDDBBEBCCBDBBCB
6;44;396;DDDBBEBDEBDDEEB
6;45;396;DDECDDBBDBBCBCB
6;46;396;DDDBBEBCCBDBBDE
6;47;396;DDDBBEBBCBCBBED
6;48;395;DDECDDBDBBEEBD
6;49;395;CBBEBDCEDD
6;50;394;CBBEBDDEBDDEE
6;51;394;CBBEBCCBDBD
6;52;394;CBBEBDDBEDE
6;53;394;CBCBBEBDDEDEBDE
6;54;394;CBBEBDEBDDEED
6;55;394;CBBEBDDBEDE
6;56;394;CBBEBCCBDBD
6;57;394;DDECDDBBCBCBCEE
6;58;394;CBBEBBCBCBD
6;59;394;DDDBBEBCCBDBCEC
6;60;394;DDDBBEBCCBDBBCC
6;61;394;DDDBBEBBCCBCDBC
6;62;393;DBDBEDCEDD
6;63;393;CBBEBBCBCB
6;64;393;CBBEBBCBCB
6;65;393;CBBEBCCBDB
6;66;393;CBBEBBCBCB
6;67;393;CBBEBBCBCB
6;68;392;CEDEBCDDEBDDE
6;69;390;DDDBBEBEEEECCCE
6;70;390;DDDBBEBEEEECCCE
6;71;197;DDDBBEBDCEDDDDE
6;72;197;DDDBBEBDCCEBEDD
6;73;197;DDDBBEBCCBDBBBD
6;74;197;DDDBBEBDCCEBEDD
6;75;197;DDDBBEBEBDDEDBC
6;76;197;DDDBBEBCCBDBDBC
6;77;195;DDDBBEBBCBCBBBE
6;78;195;CBBEBEBDDED
6;79;195;CBCBBEBBDBDDEDE
